id_siniestro,id_poliza,id_asegurado,id_proveedor,id_vehiculo,placa,ramo,cobertura,fecha_ocurrencia,fecha_reporte,dias_entre_ocurrencia_reporte,dias_desde_inicio_poliza,dias_desde_fin_poliza,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada_poliza,estado,sucursal,descripcion,documentos_completos,documentos_inconsistentes,historial_siniestros_asegurado,siniestros_vehiculo_18m,proveedor_lista_restrictiva,score_riesgo,semaforo,señales_activadas,num_señales,etiqueta_fraude_simulada
SIN-0058,POL-0254,ASE-0119,PRV-0034,VEH-0004,JVS-9167,Vehículos,Robo,2024-11-26,2024-11-29,3,981,-616,14707.4,12917.77,0.0,15715.96,Negativa,Quito,El vehículo fue robado en horas de la madrugada mientras se encontraba estacionado frente al domicilio del asegurado en Calle Colón. Se realizó la denuncia en la UPC del sector.,Sí,No,6,5,No,80,Rojo,Demora denuncia robo >48h | Alta frecuencia reclamos asegurado (6 siniestros) | Alta frecuencia conductor en vehículo (5 siniestros) | Vehículo con múltiples siniestros | Proveedor con historial de casos observados | Monto cercano a suma asegurada (>93%),6,1
SIN-0059,POL-0162,ASE-0088,PRV-0033,,,Salud,Emergencia,2025-01-30,2025-01-31,1,1272,-907,18433.32,17616.71,0.0,19797.56,Cierre Sin Consecuencia,Machala,Colisión frontal en la vía Av. 24 de Mayo cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,3,3,No,96,Rojo,Alta frecuencia reclamos asegurado (3 siniestros) | Alta frecuencia conductor en vehículo (3 siniestros) | Proveedor con historial de casos observados | Monto cercano a suma asegurada (>93%),4,1
SIN-0060,POL-0121,ASE-0227,PRV-0031,VEH-0041,YZD-2373,Vehículos,Robo,2025-02-17,2025-02-19,2,1778,-1413,22779.3,24538.88,24538.88,15178.95,Pago Total,Quito,Sustracción del vehículo en el interior de un centro comercial de Av. República. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,Sí,No,0,0,No,26,Verde,Demora denuncia robo 24-48h,1,0
SIN-0061,POL-0071,ASE-0016,PRV-0019,,,Hogar,Responsabilidad Civil,2023-10-25,2023-10-25,0,1243,-878,8737.12,7363.74,5689.85,24135.74,Pago Parcial,Quito,El vehículo asegurado impactó a un peatón en Av. Patria causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,0,0,No,12,Verde,Ninguna,0,0
SIN-0062,POL-0174,ASE-0247,PRV-0014,VEH-0280,ULB-9932,Vehículos,Robo Parcial,2023-07-21,2023-07-21,0,30,462,2473.85,2158.69,0.0,41146.68,Cierre Sin Consecuencia,Portoviejo,Siniestro ocurrido en la autopista Vía Principal. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,0,0,No,13,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0063,POL-0282,ASE-0201,PRV-0053,VEH-0259,PZH-2030,Vehículos,Volcadura,2025-02-27,2025-02-27,0,1039,-674,19498.3,18871.83,18871.83,19821.76,Pago Total,Guayaquil,Volcadura del vehículo asegurado en la curva de Av. Carlos Julio Arosemena. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,0,1,No,19,Verde,Dinámica de accidente sospechosa (Volcadura),1,0
SIN-0064,POL-0300,ASE-0244,PRV-0033,,,Vehículos,Robo,2023-09-01,2023-09-05,4,6,39,16678.36,16278.54,16278.54,17551.7,Pago Total,Quito,Robo del vehículo en el sector comercial de Av. Patria. El asegurado indica que dejó el auto por aproximadamente 2 horas y al regresar ya no se encontraba. No hay evidencia de forzamiento.,No,No,2,0,Sí,80,Rojo,Reclamo primeros 10 días de póliza | Demora denuncia robo >48h | 2 siniestros previos del asegurado | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Reporte con demora moderada (4 días) | Monto cercano a suma asegurada (>93%),7,1
SIN-0065,POL-0214,ASE-0247,PRV-0017,,,Salud,Atención Médica,2024-01-03,2024-01-03,0,1020,-655,2515.09,2111.1,2111.1,44286.09,Pago Total,Cuenca,Paciente ingresa a consulta por cuadro de insuficiencia cardíaca. Se realiza evaluación completa y se indica tratamiento farmacológico por 15 días con control posterior.,Sí,No,1,0,No,11,Verde,Ninguna,0,0
SIN-0066,POL-0221,ASE-0214,PRV-0057,,,Salud,Atención Médica,2025-02-17,2025-02-19,2,573,-208,2026.93,2181.91,2181.91,41194.94,Pago Total,Quito,Paciente ingresa a consulta por cuadro de apendicitis aguda. Se realiza evaluación completa y se indica tratamiento farmacológico por 15 días con control posterior.,Sí,No,3,0,No,48,Amarillo,Alta frecuencia reclamos asegurado (3 siniestros),1,0
SIN-0067,POL-0253,ASE-0002,PRV-0045,,,Hogar,Incendio,2023-07-30,2023-07-31,1,30,515,25545.36,23545.12,23545.12,6997.67,Pago Total,Guayaquil,Se reporta incendio en el área de bodegas del inmueble asegurado. El siniestro se originó por un cortocircuito eléctrico según informe del Cuerpo de Bomberos del Cantón Guayaquil.,Sí,No,0,0,No,26,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0068,POL-0180,ASE-0069,PRV-0049,,,Salud,Maternidad,2023-10-06,2023-10-07,1,30,719,3093.93,2489.66,928.53,32211.05,Anticipo,Latacunga,Impacto posterior en el sector de Redondel Central durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,1,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0069,POL-0163,ASE-0147,PRV-0036,,,Salud,Cirugía,2023-11-27,2023-11-29,2,746,-381,11072.35,8927.16,6068.51,42011.72,Pago Parcial,Quito,Paciente sometido a intervención quirúrgica por diabetes descompensada. Procedimiento realizado sin complicaciones en el Hospital Hospital IESS Guayaquil. Período de recuperación estimado: 9 días.,No,No,2,0,No,56,Amarillo,2 siniestros previos del asegurado | Documentos incompletos,2,0
SIN-0070,POL-0187,ASE-0092,PRV-0017,,,Vehículos,Volcadura,2024-12-06,2024-12-16,10,132,233,10530.54,11428.91,0.0,11100.03,Negativa,Cuenca,El vehículo perdió el control en la vía Calle Gran Colombia y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 14:01 según el reporte policial.,No,No,1,3,No,80,Rojo,Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | Reporte tardío (10 días) | Monto cercano a suma asegurada (>93%),6,1
SIN-0071,POL-0195,ASE-0090,PRV-0027,,,Salud,Maternidad,2023-11-03,2023-11-04,1,-50,415,10847.72,9904.63,6417.86,11166.99,Pago Parcial,Guayaquil,Impacto posterior en el sector de Av. Juan Tanca Marengo durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,6,5,No,93,Rojo,Alta frecuencia reclamos asegurado (6 siniestros) | Alta frecuencia conductor en vehículo (5 siniestros) | Proveedor con historial de casos observados,3,1
SIN-0072,POL-0117,ASE-0013,PRV-0054,VEH-0396,FJB-4056,Vehículos,Robo,2021-07-26,2021-07-30,4,5,-311,40113.39,36494.57,24071.43,42484.18,Pago Parcial,Ambato,El vehículo fue robado en horas de la madrugada mientras se encontraba estacionado frente al domicilio del asegurado en Calle Sucre. Se realizó la denuncia en la UPC del sector.,No,No,3,2,Sí,87,Rojo,Reclamo primeros 10 días de póliza | Demora denuncia robo >48h | Alta frecuencia reclamos asegurado (3 siniestros) | 2 siniestros del mismo vehículo | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Reporte con demora moderada (4 días) | Monto cercano a suma asegurada (>93%),8,1
SIN-0073,POL-0090,ASE-0023,PRV-0051,VEH-0057,LPC-4397,Vehículos,Volcadura,2023-11-30,2023-12-17,17,1079,-714,5902.28,6169.86,0.0,19835.48,Reserva,Cuenca,El vehículo perdió el control en la vía Calle Gran Colombia y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 00:31 según el reporte policial.,No,No,1,2,No,86,Rojo,2 siniestros del mismo vehículo | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | Reporte tardío (17 días),4,1
SIN-0074,POL-0179,ASE-0046,PRV-0054,,,Hogar,Incendio,2025-02-03,2025-02-03,0,974,-609,22594.09,23998.25,0.0,27229.5,Reserva,Quito,Se reporta incendio en el garaje del inmueble asegurado. El siniestro se originó por un cortocircuito eléctrico según informe del Cuerpo de Bomberos del Cantón Quito.,Sí,No,1,0,Sí,10,Verde,⚠️ Proveedor en Lista Restrictiva,1,0
SIN-0075,POL-0083,ASE-0165,PRV-0018,,,Generales,Incendio Comercial,2023-11-28,2023-11-29,1,30,765,21623.04,18249.15,0.0,47957.94,Liquidado,Tulcán,Colisión frontal en la vía Av. 24 de Mayo cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,19,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0076,POL-0201,ASE-0155,PRV-0041,,,Generales,Daño Equipos,2023-11-10,2023-11-12,2,164,201,6948.68,7228.09,7228.09,25687.57,Pago Total,Manta,Colisión frontal en la vía Calle Central cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,11,Verde,Ninguna,0,0
SIN-0077,POL-0289,ASE-0087,PRV-0053,VEH-0072,CGJ-6794,Vehículos,Volcadura,2023-05-30,2023-05-31,1,30,406,11151.23,9645.5,9645.5,32101.63,Pago Total,Guayaquil,Volcadura del vehículo asegurado en la curva de Av. Carlos Julio Arosemena. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,1,1,No,10,Verde,Reclamo entre 11-30 días de póliza | Dinámica de accidente sospechosa (Volcadura),2,0
SIN-0078,POL-0096,ASE-0058,PRV-0051,VEH-0253,KHR-1934,Vehículos,Robo,2024-03-29,2024-03-29,0,88,277,36778.45,31476.68,0.0,31317.7,Reserva,Guayaquil,El vehículo fue robado en horas de la madrugada mientras se encontraba estacionado frente al domicilio del asegurado en Av. Juan Tanca Marengo. Se realizó la denuncia en la UPC del sector.,Sí,No,1,2,No,20,Verde,2 siniestros del mismo vehículo,1,0
SIN-0079,POL-0182,ASE-0240,PRV-0011,VEH-0376,TEB-2180,Vehículos,Choque,2024-12-19,2024-12-21,2,144,221,5438.09,5868.54,5868.54,32068.22,Pago Total,Guayaquil,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. del Bombero. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,1,No,76,Rojo,Ninguna,0,1
SIN-0080,POL-0204,ASE-0090,PRV-0023,VEH-0129,BPC-3857,Vehículos,Choque,2020-04-03,2020-04-06,3,22,-1199,2766.67,2386.96,2386.96,27720.78,Pago Total,Ambato,Siniestro ocurrido en la autopista Calle Sucre. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,2,0,No,45,Amarillo,Reclamo entre 11-30 días de póliza | 2 siniestros previos del asegurado,2,0
SIN-0081,POL-0272,ASE-0181,PRV-0029,,,Salud,Cirugía,2024-11-23,2024-11-28,5,32,333,8219.73,8063.98,8063.98,15339.15,Pago Total,Guayaquil,Paciente sometido a intervención quirúrgica por hernia inguinal. Procedimiento realizado sin complicaciones en el Hospital Clínica Santa Ana. Período de recuperación estimado: 3 días.,Sí,No,0,0,No,57,Amarillo,Reporte con demora moderada (5 días),1,1
SIN-0082,POL-0266,ASE-0075,PRV-0037,VEH-0001,AYL-8746,Vehículos,Robo Parcial,2025-01-18,2025-01-18,0,770,-405,1577.16,1431.31,495.93,29830.6,Pago Parcial,Guayaquil,Impacto posterior en el sector de Av. Carlos Julio Arosemena durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0083,POL-0299,ASE-0139,PRV-0045,VEH-0321,JKT-9432,Vehículos,Robo,2023-08-27,2023-08-29,2,30,733,23644.08,20942.31,20942.31,6120.82,Pago Total,Guayaquil,El asegurado reporta que al regresar al parqueadero ubicado en el sector de Blvd. del Malecón encontró que su vehículo había sido sustraído. No existen testigos ni cámaras de seguridad en el lugar.,Sí,No,0,0,No,21,Verde,Reclamo entre 11-30 días de póliza | Demora denuncia robo 24-48h,2,0
SIN-0084,POL-0252,ASE-0073,PRV-0002,,,Hogar,Robo Contenido,2025-04-17,2025-04-19,2,780,-415,29810.54,27610.19,27610.19,30603.36,Pago Total,Quito,Sustracción de bienes del interior del inmueble en Av. República. El asegurado reporta ausencia de 3 días del domicilio. Se presentó la denuncia en la Fiscalía del sector.,Sí,No,2,0,No,96,Rojo,2 siniestros previos del asegurado | Monto cercano a suma asegurada (>93%),2,1
SIN-0085,POL-0238,ASE-0170,PRV-0038,,,Salud,Cirugía,2023-03-08,2023-03-10,2,979,-614,6804.72,7459.81,0.0,10986.85,Negativa,Guayaquil,Cirugía de urgencia por politraumatismo en el Hospital de los Valles. El paciente evolucionó favorablemente durante el postoperatorio. Dados de alta con seguimiento ambulatorio.,No,No,1,0,No,56,Amarillo,Documentos incompletos,1,0
SIN-0086,POL-0111,ASE-0161,PRV-0048,VEH-0185,NRM-1837,Vehículos,Robo,2024-02-16,2024-02-19,3,-210,575,21447.89,18493.27,6458.27,98144.41,Pago Parcial,Quito,Sustracción del vehículo en el interior de un centro comercial de Av. Shyris. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,No,No,2,0,No,71,Amarillo,Demora denuncia robo >48h | 2 siniestros previos del asegurado | Documentos incompletos,3,0
SIN-0087,POL-0109,ASE-0132,PRV-0008,,,Salud,Cirugía,2023-08-15,2023-08-15,0,1040,-675,3413.55,3293.83,0.0,15061.1,Liquidado,Riobamba,Cirugía de urgencia por neumonía bilateral en el Clínica Humanitaria. El paciente evolucionó favorablemente durante el postoperatorio. Dados de alta con seguimiento ambulatorio.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0088,POL-0296,ASE-0075,PRV-0028,VEH-0336,WVS-5302,Vehículos,Choque,2024-04-23,2024-04-25,2,1199,-834,4632.48,4721.64,2573.45,11628.08,Anticipo,Quito,Impacto posterior en el sector de Av. Shyris durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,1,3,No,19,Verde,Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros,2,0
SIN-0089,POL-0263,ASE-0095,PRV-0059,,,Salud,Hospitalización,2023-05-12,2023-05-15,3,12,353,3899.17,3968.55,0.0,23638.07,Reserva,Quito,Paciente ingresa al área de hospitalización por diagnóstico de hernia inguinal. Evolución satisfactoria durante los 3 días de internación. Alta médica con indicaciones.,No,No,0,0,No,42,Amarillo,Reclamo entre 11-30 días de póliza | Documentos incompletos,2,0
SIN-0090,POL-0069,ASE-0247,PRV-0041,VEH-0051,JUH-7322,Vehículos,Choque,2023-05-21,2023-05-21,0,239,126,3515.08,3426.91,0.0,27775.78,Cierre Sin Consecuencia,Ambato,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Cevallos. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0091,POL-0247,ASE-0179,PRV-0022,,,Salud,Cirugía,2023-06-11,2023-06-12,1,-162,527,6766.69,7154.02,0.0,12719.18,Negativa,Guayaquil,Paciente sometido a intervención quirúrgica por apendicitis crónica. Procedimiento realizado sin complicaciones en el Hospital Hospital IESS Quito Sur. Período de recuperación estimado: 9 días.,No,No,1,0,No,58,Amarillo,Documentos incompletos,1,0
SIN-0092,POL-0137,ASE-0077,PRV-0041,VEH-0169,WVR-7833,Vehículos,Robo Parcial,2023-10-09,2023-10-10,1,34,331,3953.84,3330.97,0.0,5904.44,Negativa,Ibarra,Siniestro ocurrido en la autopista Av. Principal. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,1,1,No,16,Verde,Demora denuncia robo 24-48h,1,0
SIN-0093,POL-0173,ASE-0146,PRV-0009,,,Salud,Cirugía,2023-07-25,2023-07-27,2,456,-91,14132.64,11841.66,0.0,13800.43,Reserva,Guayaquil,Paciente sometido a intervención quirúrgica por fractura de tibia. Procedimiento realizado sin complicaciones en el Hospital Hospital Metropolitano. Período de recuperación estimado: 12 días.,Sí,No,0,0,No,26,Verde,Ninguna,0,0
SIN-0094,POL-0167,ASE-0062,PRV-0042,,,Vida,Invalidez Parcial,2024-07-17,2024-07-19,2,1632,-1267,13034.33,13366.94,5196.02,16330.01,Pago Parcial,Manta,Colisión frontal en la vía Av. Principal cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,0,0,No,14,Verde,Ninguna,0,0
SIN-0095,POL-0192,ASE-0248,PRV-0018,VEH-0083,DGG-3063,Vehículos,Volcadura,2023-09-15,2023-09-16,1,179,186,7266.66,7609.02,0.0,22307.49,Reserva,Guayaquil,Volcadura del vehículo asegurado en la curva de Av. Juan Tanca Marengo. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,1,3,No,25,Verde,Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | Dinámica de accidente sospechosa (Volcadura),3,0
SIN-0096,POL-0183,ASE-0088,PRV-0051,,,Salud,Cirugía,2024-05-08,2024-05-08,0,30,568,4396.67,3905.52,3905.52,34678.87,Pago Total,Ambato,Cirugía de urgencia por fractura de tibia en el Hospital Kennedy. El paciente evolucionó favorablemente durante el postoperatorio. Dados de alta con seguimiento ambulatorio.,No,No,0,0,No,26,Verde,Reclamo entre 11-30 días de póliza | Documentos incompletos,2,0
SIN-0097,POL-0027,ASE-0198,PRV-0051,VEH-0258,ZBY-7409,Vehículos,Responsabilidad Civil,2023-08-02,2023-08-08,6,-176,541,5833.33,5934.63,0.0,35937.85,Liquidado,Guayaquil,Colisión del asegurado contra un vehículo de servicio público en Av. Carlos Julio Arosemena. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,1,1,No,71,Amarillo,Reporte con demora moderada (6 días),1,0
SIN-0098,POL-0133,ASE-0107,PRV-0017,,,Salud,Atención Médica,2024-02-01,2024-02-03,2,30,596,1642.29,1519.7,0.0,43788.5,Reserva,Portoviejo,Asegurado acude a emergencias por hipertensión severa. Se realizan exámenes de laboratorio e imagen. Se procede con el tratamiento indicado por el especialista.,Sí,No,1,0,No,18,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0099,POL-0019,ASE-0124,PRV-0042,VEH-0094,YJJ-7956,Vehículos,Choque,2024-09-16,2024-09-16,0,1195,-830,2974.22,2524.31,1175.59,41242.04,Anticipo,Guayaquil,Colisión frontal en la vía Av. del Bombero cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0100,POL-0074,ASE-0170,PRV-0040,,,Generales,Incendio Comercial,2024-09-01,2024-09-02,1,1309,-944,21349.06,18888.64,10647.49,61324.84,Anticipo,Esmeraldas,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Calle Central. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0101,POL-0160,ASE-0099,PRV-0002,VEH-0154,ALW-2909,Vehículos,Daño Parcial,2023-12-08,2023-12-08,0,30,419,1888.09,2052.81,1438.79,28785.89,Pago Parcial,Ambato,Colisión frontal en la vía Calle Sucre cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,19,Verde,Reclamo entre 11-30 días de póliza,1,0
